familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Formació complementària,Digitals / Ofimàtica / Tics,Microsoft excel 2019 nivell 1 - certificació mos-200: excel associate,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,45,https://www.formar-te.es,formarte@formar-te.es,936061032,Larga,otro,69,False,,Microsoft excel 2019 nivell 1 - certificació mos-200: excel associate_Formar-te_Teleformació_45,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Formació complementària', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Hostaleria i turisme,Restauració,Pastisseria: postres per a restauració,B60643004,Mordered,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,20,https://www.mordered.com,mordered@mordered.com,938600800,Corta,otro,38,False,,Pastisseria: postres per a restauració_Mordered_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Informàtica i comunicacions,Sistemes i telemàtica,Disseny tridimensional orgànic per a impressió 3d,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Media,otro,49,False,,Disseny tridimensional orgànic per a impressió 3d_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Comunicació i planificació en publicitat,G61508834,AUTOOCUPACIÓ,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.autoocupacio.org,formacio@autoocupacio.org,934908860,Media,otro,40,False,,Comunicació i planificació en publicitat_AUTOOCUPACIÓ_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Fabricació mecànica,Operacions mecàniques,Disseny i mecanització per ordinador solidworks,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.upm.org,info@upm.org,933180828,Larga,otro,47,False,,Disseny i mecanització per ordinador solidworks_UPM_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Fabricació mecànica', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Comerç i màrqueting,Compravenda,"Atenció al client del petit comerç en llengua estrangera, anglès",B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,Altra Formació Professionalitzadora,30,https://www.grupbrm.com/academia,japeig@grupbrm.com,977402291,Media,otro,64,False,,"Atenció al client del petit comerç en llengua estrangera, anglès_BRM PREVIFORM, S.L._Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Mindfulness,F08735714,ESCOLA SANT GERVASI COOPERATIVA,8124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430,Media,otro,11,False,,Mindfulness_ESCOLA SANT GERVASI COOPERATIVA_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Hostaleria i turisme,Restauració,Cuina tradicional espanyola,G58011495,ESHOB,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.eshobfors.com,cursos@eshobfors.com,689291212,Media,otro,27,False,,Cuina tradicional espanyola_ESHOB_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Comunicació no violenta,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.idfo.com,sroman@idfo.com,932689292,Media,otro,23,False,,Comunicació no violenta_IDFO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Comptabilitat avançada,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,60,https://www.formar-te.es,formarte@formar-te.es,936061032,Larga,otro,22,False,,Comptabilitat avançada_Formar-te_Teleformació_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Seguretat i medi ambient,Seguretat i prevenció,"Prevenció, detecció i atenció a les víctimes de violència sexual en seguretat privada",B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.formar-te.es,formarte@formar-te.es,936061032,Corta,otro,85,False,,"Prevenció, detecció i atenció a les víctimes de violència sexual en seguretat privada_Formar-te_Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Imatge i so,Produccions fotogràfiques,Fotografia digital i tractament d'imatges. nivell bàsic,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,35,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,55,False,Bàsic,Fotografia digital i tractament d'imatges. nivell bàsic_Catformació_Teleformació_35,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Imatge i so', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Nòmines i seguretat social i,B67388645,FORMACIÓ I ORIENTACIÓ PLANETA S.L.,8279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://aeplaneta.es/,formacio@aeplaneta.es,679514394,Media,otro,28,False,,Nòmines i seguretat social i_FORMACIÓ I ORIENTACIÓ PLANETA S.L._Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0108_UF0121_Millora de les capacitats físiques i primers auxilis per a les persones dependents al domicili,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Teleformació,Certificats de Professionalitat,50,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Larga,certificado,110,True,Bàsic,SSCS0108_UF0121_Millora de les capacitats físiques i primers auxilis per a les persones dependents al domicili_NASCOR_Teleformació_50,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,Sscb0211_mf1870_coordinació i dinamització de l'equip de monitors de temps lliure,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Presencial,Certificats de Professionalitat,80,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Larga,certificado,81,False,,Sscb0211_mf1870_coordinació i dinamització de l'equip de monitors de temps lliure_NASCOR_Presencial_80,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Informàtica i comunicacions,Sistemes i telemàtica,Ciberseguretat,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,25,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Media,otro,14,False,Avançat,Ciberseguretat_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_25,Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ciberbullying i la intervenció socioeducativa,B59873760,JAUME VILADOMS,8187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,20,https://www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099,Corta,otro,45,False,,Ciberbullying i la intervenció socioeducativa_JAUME VILADOMS_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mf1445_avaluació del procés d'ensenyament-aprenentatge en formació professional per a l'ocupació,B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Certificats de Professionalitat,60,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Larga,certificado,105,False,,Ssce0110_mf1445_avaluació del procés d'ensenyament-aprenentatge en formació professional per a l'ocupació_ASPASIA CATALUNYA_Teleformació_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Competències transversals,Habilitats personals i socials,Mindfulness,B61420824,FOMENT FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.fomentformacio.com,formacio@foment.com,934841232,Media,otro,11,False,,Mindfulness_FOMENT FORMACIÓ_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons norma renovació une 58451,B66381252,Formar-te,8019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.formar-te.es,formarte@formar-te.es,936061032,Corta,otro,47,False,,Operació de carretons norma renovació une 58451_Formar-te_Presencial_6,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons norma renovació une 58451,G25383928,"OELL, FUNDACIÓ PRIVADA",25120,LLEIDA,33,SEGRIÀ,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.coell.org,sroig@coell.org,973232166,Corta,otro,47,False,,"Operació de carretons norma renovació une 58451_OELL, FUNDACIÓ PRIVADA_Presencial_6",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de paleteria. part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,73,False,Idiomes A.,Prevenció de riscos laborals per a treballs de paleteria. part específica_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_6,Bàsic,Idiomes,"{'nivell': 'Bàsic', 'tipus': 'Idiomes', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a feines d'estabilització d'esplanades i estès de ferms. part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,105,False,,Prevenció de riscos laborals per a feines d'estabilització d'esplanades i estès de ferms. part específica_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_6,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Administració i gestió,Gestió de la informació i comunicació,Ms powerpoint 2016 (accessible),B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,25,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Media,otro,31,False,,Ms powerpoint 2016 (accessible)_ASPASIA CATALUNYA_Teleformació_25,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Administració i gestió,Gestió de la informació i comunicació,Aplicació de la llei de protecció de dades,B59873760,JAUME VILADOMS,8187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,15,https://www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099,Corta,otro,42,False,,Aplicació de la llei de protecció de dades_JAUME VILADOMS_Presencial_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0110_mp0353_mòdul de pràctiques professionals no laborals de 'docència de la formació professional per a l'ocupació',B62729439,ASPASIA CATALUNYA,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922,Media,certificado,120,False,Pràctiques,Ssce0110_mp0353_mòdul de pràctiques professionals no laborals de 'docència de la formació professional per a l'ocupació'_ASPASIA CATALUNYA_Presencial_40,Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Competències bàsiques per a l'ocupació,Resolució de conflictes,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Media,otro,23,False,,Resolució de conflictes_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Informàtica i comunicacions,Desenvolupament,Internet de les coses. aplicació del iot en el nostre entorn,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,https://www.catformacio.com,info@catformacio.org,932172515,Corta,otro,60,False,,Internet de les coses. aplicació del iot en el nostre entorn_Catformació_Presencial_15,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Promoció de la igualtat,Igualtat i no discriminació a l'àmbit laboral,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,8015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,12,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485,Corta,otro,45,False,,Igualtat i no discriminació a l'àmbit laboral_FUNDACION LABORAL DE LA CONSTRUCCION_Presencial_12,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MP0029_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones dependents en institucions socials',G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,80,https://fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717,Larga,certificado,135,True,Pràctiques,SSCS0208_MP0029_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones dependents en institucions socials'_FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO_Presencial_80,Pràctiques,Pràctiques,"{'nivell': 'Pràctiques', 'tipus': 'Pràctiques', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Habilitats personals i socials,Tècniques per parlar en públic,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.catformacio.com,info@catformacio.org,932172515,Corta,otro,30,False,,Tècniques per parlar en públic_Catformació_Presencial_20,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
