nomcurs,desccurscat,codiarea,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,financiacio,datainici,preinscripcio,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccurses,mes
Especialista en màrqueting digital,Contacteu amb l'entitat,CMM,130.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMM15.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-09-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184204/040&codi_curso_seleccionado=23/FOAP/680/0184204/040,AJUNTAMENT DE SABADELL,08187,"CT DE BARCELONA, 208",41.533882,2.113511,937453161,peconomica@ajsabadell.cat,http://www.sabadell.net,08203,2181.0,SOC,Contacteu amb l'entitat,9.0
Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-08-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/010&codi_curso_seleccionado=24/ATCC2/712/0189552/010,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,8.0
Introducció al Big Data i Intel·ligència Artificial,Contacteu amb l'entitat,ICT,40.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT159.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-12-02,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187187/059&codi_curso_seleccionado=24/CIFOFSE/702/0187187/059,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,12.0
Confecció i publicació de pàgines web,Contacteu amb l'entitat,ICD,480.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188858/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0188858/004,INSTITUT CENDRASSOS,17066,CR  ARQUITECTE PELAI MARTINEZ 1,42.273758,2.965632,972507908,B7005649@XTEC.CAT,,17600,45322.0,SOC,Contacteu amb l'entitat,10.0
Operacions auxiliars d'enregistrament i tractament de dades i documents,Contacteu amb l'entitat,AGG,360.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0508.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189780/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189780/001,INSTITUT JOAN ORÓ,08114,"AV AV. FELIU DURAN I CANYAMERAS, 7 7",41.473946,1.921748,937753618,mamezcu2@xtec.cat,,08760,3314.0,SOC,Contacteu amb l'entitat,1.0
Muntatge i manteniment d'instal·lacions frigorífiques,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",IMR,420.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMAR0108.pdf,Frigorista Operador/a de compressors de fred Operador/a de planta de refrigeració Instal·lador/a - ajustador/a d'instal·lacions de refrigeració i aire condicionat Electrònic/a de manteniment i reparació d'instal·lacions de refrigeració i climatització Instal·lador/a frigorista en processos industrials Mantenidor/a frigorista en processos industrials Instal·lador/a frigorista en instal·lacions comercials Mantenidor/a frigorista en instal·lacions comercials,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188573/004&codi_curso_seleccionado=24/ATCC1/711/0188573/004,"ASOC.PROFES. EMPRESARIOS ELECTRICI. FONTANE. GAS, SANEAMIENTO Y AFINES BAIX LLOB",08073,AV DE LA FAMA 56,41.3492,2.083725,934744746,INFO@GREMIBAIX.COM,,08940,2096.0,SOC,"Realitzar el muntatge, manteniment i reparació d'instal·lacions frigorífiques amb la qualitat requerida,  complint amb la reglamentació vigent i en condicions de seguretat i de respecte al medi ambient. Mantenir instal·lacions de refrigeració comerc",11.0
Operacions auxiliars de muntatge i manteniment de sistemes microinformàtics,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",ICT,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0108.pdf,Operari/ària en muntatge d'equips microinformàtics Operari/ària en manteniment de sistemes microinformàtics,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189602/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189602/001,INSTITUT MEDITERRÀNIA,08056,CT DE LA SENTIU 2,0.0,0.0,936641691,A8047480@XTEC.CAT,,08860,46168.0,SOC,"Realitzar operacions auxiliars de muntatge i manteniment d'equips microinformàtics i perifèrics, sota la supervisió d'un responsable, aplicant-hi criteris de qualitat i actuant en condicions de seguretat i respecte al medi ambient, i seguint instruc",11.0
Gestió comptable i gestió administrativa per a auditoria,Contacteu amb l'entitat,AGD,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGD0108.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-02-03,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190729/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0190729/001,EN. I.E.S. ESCOLA DEL TREBALL DE LLEIDA,25120,"PL PI I MARGALL,  51",41.622997,0.62567,973231549,c5005442@xtec.cat,https://www.escoladeltreball.cat/,25004,3082.0,SOC,Contacteu amb l'entitat,2.0
Fabricació i muntatge d'instal·lacions de canonada industrial,"Realitzar operacions d'elaboració, acoblament i muntatge de canonades, accessoris i elements incorporats, així com operacions bàsiques d'unió, seguint els procediments establerts, interpretar plànols i documentació tècnica, atenent i respectant en t",FMC,450.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/FMEC0108.pdf,Calderer/a tuber/a Tuber/a industrial Tuber/a naval,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-12,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189699/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189699/001,INSTITUT PERE MARTELL,43148,AU TARRAGONA-SALOU S/N,0.0,0.0,977556212,IESPEREMARTELL@XTEC.CAT,,43006,3756.0,SOC,"Realitzar operacions d'elaboració, acoblament i muntatge de canonades, accessoris i elements incorporats, així com operacions bàsiques d'unió, seguint els procediments establerts, interpretar plànols i documentació tècnica, atenent i respectant en t",11.0
Muntatge i manteniment de sistemes domòtics i inmòtics,Contacteu amb l'entitat,EEM,210.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ELEM0111.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-06,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189756/009&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189756/009,CIFO Sant Feliu,08211,CR L¿Hospitalet 3,41.386196,2.041162,936857790,cifo_santfeliu.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosantfeliu,08980,12387.0,SOC,Contacteu amb l'entitat,11.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2023-11-30,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184597/001&codi_curso_seleccionado=23/FOAP/680/0184597/001,BLUE ALFA SAFETY S.L.,43100,CT SANTES CREUS  8,41.175327,1.274066,657369414,administracion@bluesafety.es,,43151,40542.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",11.0
"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Teleformació,Teleformació,Sí,2024-12-12,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189694/001&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189694/001,CIFO L'Hospitalet,08101,CT del Mig 24,41.359455,2.114514,932603120,cifo_hospitalet.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifohospitalet,08907,12386.0,SOC,Contacteu amb l'entitat,12.0
Socorrisme en instal·lacions aquàtiques,Contacteu amb l'entitat,AEP,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-30,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188036/007&codi_curso_seleccionado=24/ATCC2/712/0188036/007,BLUE ALFA SAFETY S.L.,43100,CT SANTES CREUS  8,41.175327,1.274066,657369414,administracion@bluesafety.es,,43151,40542.0,SOC,Contacteu amb l'entitat,10.0
Treball Domèstic,Contacteu amb l'entitat,SCI,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCI0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-03-03,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189700/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189700/001,IES LA BASTIDA,08245,CR SANTA EULàLIA S/N,41.45387,2.21014,933924261,ocupacionals@institutlabastida.org,,08921,17867.0,SOC,Contacteu amb l'entitat,3.0
INSTAL·LACIÓ I MANTENIMENT DE JARDINS I ZONES VERDES.,"Executar i organitzar al seu nivell les operacions d'instal·lació, manteniment i millora de jardins d'interior, exterior i zones verdes, controlant la sanitat vegetal, manejant la maquinària i eines de jardineria i complint la normativa mediambienta",ARJ,390.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AGAO0208.pdf,"Treballador/a d'hortes, vivers i jardins, en general Treballador/a i conservador/a de parcs urbans, jardins històrics i botànics Jardiner/a, en general Jardiner/a cuidador/a de camps d'esport Treballador/a qualificat/ada en la instal·lació de jardins i zones verdes Treballador/a qualificat/ada de manteniment i millora de jardins i  zones verdes Treballador/a qualificat/ada per compte propi en empresa de jardineria",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-25,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188644/002&codi_curso_seleccionado=24/FPOIES_23_24/714/0188644/002,IES D'HORTICULTURA I JARDINERIA,43123,AU BELLISENS 41,41.140717,1.129221,977753929,e30007385@xtec.cat,,43204,2764.0,SOC,"Executar i organitzar al seu nivell les operacions d'instal·lació, manteniment i millora de jardins d'interior, exterior i zones verdes, controlant la sanitat vegetal, manejant la maquinària i eines de jardineria i complint la normativa mediambienta",11.0
Activitats auxiliars de comerç,Contacteu amb l'entitat,CMT,230.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMT0211.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-20,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189747/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189747/001,EN. I.E.S. ESCOLA DEL TREBALL DE LLEIDA,25120,"PL PI I MARGALL,  51",41.622997,0.62567,973231549,c5005442@xtec.cat,https://www.escoladeltreball.cat/,25004,3082.0,SOC,Contacteu amb l'entitat,1.0
Activitats de natació,Contacteu amb l'entitat,AEA,590.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDA0310.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188709/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0188709/001,INSTITUT MEDITERRÀNIA,08056,CT DE LA SENTIU 2,0.0,0.0,936641691,A8047480@XTEC.CAT,,08860,46168.0,SOC,Contacteu amb l'entitat,11.0
Operacions auxiliars de manteniment en electromecànica de vehicles,Contacteu amb l'entitat,TMG,270.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVG0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189359/002&codi_curso_seleccionado=24/FPOIES_23_24/714/0189359/002,IES CASTELLARNAU,08187,CT Cta Barcelona-Terrassa Km 15 Km 15,0.0,0.0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977.0,SOC,Contacteu amb l'entitat,1.0
"Habilitació per a la docència en graus A, B i C del Sistema de Formació Professional",Contacteu amb l'entitat,SCE,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCE0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189695/001&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189695/001,CIFO Salt,17155,CR Alfons Moré 1,41.972965,2.801202,972405570,cifo_salt.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifosalt,17190,12383.0,SOC,Contacteu amb l'entitat,11.0
"SERVEIS ESTÈTICS D'HIGIENE, DEPILACIÓ I MAQUILLATGE","Aplicar tècniques d'higiene facial i corporal, depilació, maquillatge i tècniques de vendes de productes i serveis, tenint en compte les pautes precises per al maneig i selecció de les diferents tècniques estètiques en condicions de seguretat, higie",IPE,270.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IMPP0208.pdf,Esteticista Maquillador/a Depilador/a Assessor/a de vendes d'articles cosmètics i serveis estètics Demostrador/a de productes cosmètics,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189913/003&codi_curso_seleccionado=24/BASA%2023-24/703/0189913/003,IES VALL D'HEBRON,08019,"PP  PASSEIG VALL D'HEBRON, 95 95",41.422874,2.139381,932125004,cursos@insvallhebron.cat,,08035,3768.0,SOC,"Aplicar tècniques d'higiene facial i corporal, depilació, maquillatge i tècniques de vendes de productes i serveis, tenint en compte les pautes precises per al maneig i selecció de les diferents tècniques estètiques en condicions de seguretat, higie",10.0
