IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
254967,Administració i gestió,Administració i auditoria,Nòmines i seguretat social I,B61146163,CEMFORMACIO,08184,RUBÍ,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,www.cemformacio.net,marc@cemformacio.net,935880041
245358,Informàtica i comunicacions,Desenvolupament,Introducció a la programació amb JavaScript - Certificació JSE-40-01,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.idfo.com,sroman@idfo.com,932689292
251892,Edificació i obra civil,Maquinària de construcció,Operador/a de plataformes mòbils de personal (PEMP),B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,12,https://www.formar-te.es,formarte@formar-te.es,936061032
243508,Seguretat i medi ambient,Seguretat i prevenció,"Prevenció de riscos laborals per a feines d'electricitat, muntatge i manteniment d'instal·lacions elèctriques d'alta i baixa tensió. Formació de reciclatge",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,4,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
244821,Serveis socioculturals i a la comunitat,Atenció social,Atenció centrada en la persona,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,www.idfo.com,sroman@idfo.com,932689292
248315,Administració i gestió,Gestió de la informació i comunicació,Neurolideratge,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
242650,Seguretat i medi ambient,Seguretat i prevenció,"C.30. Operaris de magatzem, logística i aprovisionament en els processos de fabricació. Part específica",B86193117,ASCENDENT,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,,8,https://portalformacion.ademi.com,formacioncat@ascendent.es,932637752
245802,Competències transversals,Idiomes / Lingüístiques,Presentacions orals tècniques en anglès,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.autoocupacio.org,formacio@autoocupacio.org,934908860
246201,Agrària,Ramaderia,Inseminació artificial,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
252062,Serveis socioculturals i a la comunitat,Formació i educació,Educació inclusiva centrada en el trastorn d'atenció (TDA),G58452210,EL CAE,08113,MANRESA,07,BAGES,Presencial,,20,www.cae.cat,cae@cae.cat,938725789
252231,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma UNE 58451,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",24,https://www.formar-te.es,formarte@formar-te.es,936061032
257167,Formació complementària,Competències bàsiques per a l'empleabilitat,Comunicació en llengua catalana N2,B43491257,"BRM PREVIFORM, S.L.",43093,MÓRA D'EBRE,30,RIBERA D'EBRE,Presencial,,135,www.grupbrm.com/academia,japeig@grupbrm.com,977402291
242879,Fabricació mecànica,Producció mecànica,Disseny mecànic. Nivell I,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.upm.org,info@upm.org,933180828
249191,"Tèxtil, confecció i pell",Confecció en tèxtil i pell,Patronatge per ordinador II,G66210345,EURECAT,08266,CERDANYOLA DEL VALLES,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,30,www.eurecatacademy.org,academy@eurecat.org,937419100
243070,Serveis socioculturals i a la comunitat,Formació i educació,Instruments i recursos per a formadors,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
255805,Indústries alimentàries,Begudes,El procés d'enologia i el tast,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,Altra Formació Professionalitzadora,40,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
246242,Fabricació mecànica,Producció mecànica,Mecanització amb màquina eina convencional,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
246295,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.A.,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
246240,Energia i aigua,Energies renovables,Energia solar fotovoltaica d'autoconsum. Nivell II,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
245250,Competències transversals,Habilitats personals i socials,Mindfulness,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.idfo.com,sroman@idfo.com,932689292
243465,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per treballs de fontaneria i instal·lacions de climatització. Part específica,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
242660,Seguretat i medi ambient,Seguretat i prevenció,C.28. Operaris de pont grua,B86193117,ASCENDENT,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,,20,https://portalformacion.ademi.com,formacioncat@ascendent.es,932637752
244961,Seguretat i medi ambient,Seguretat i prevenció,Nivell bàsic de prevenció de riscos laborals a la construcció,G25025701,FEDERACIÓN DE EMPRESARIOS METALÚRGICOS DE LA PROVINCIA DE LLEIDA (FEMEL),25120,LLEIDA,33,SEGRIÀ,Mixta,,60,www.femel.org,gestio@femel.org,973221796
246280,Seguretat i medi ambient,Seguretat i prevenció,Tècniques de guia caní per a vigilants de seguretat,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
252307,Competències transversals,Habilitats personals i socials,Mindfulness,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
245801,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Principis bàsics de la intel·ligència emocional,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.autoocupacio.org,formacio@autoocupacio.org,934908860
258587,Edificació i obra civil,Formigó,EOCH0108_MP0046_Mòdul de pràctiques professionals no laborals d' 'Operacions de formigó',G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,40,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243406,Seguretat i medi ambient,Seguretat i prevenció,Preparació Nivell inicial targeta professional de la construcció. TPC,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",8,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243047,Competències transversals,Habilitats personals i socials,Habilitats de comunicació,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
246269,Serveis socioculturals i a la comunitat,Atenció social,Tècniques bàsiques d'assistència a persones en salut mental,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
251976,Formació complementària,Digitals / Ofimàtica / Tics,Microsoft Word 2019 Nivell 2 - Certificació MOS-101: Word Expert,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,,45,https://www.formar-te.es,formarte@formar-te.es,936061032
251938,Competències transversals,Idiomes / Lingüístiques,Anglès C.2.B.,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,https://www.formar-te.es,formarte@formar-te.es,936061032
243058,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma Renovació UNE 58451,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
243421,Edificació i obra civil,Projecte i seguiment d'obra,"Gestió, elements i famílies amb revit en entorn BIM",G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
251766,Administració i gestió,Gestió de la informació i comunicació,Neurolideratge,G58452210,EL CAE,08113,MANRESA,07,BAGES,Presencial,Altra Formació Professionalitzadora,30,www.cae.cat,cae@cae.cat,938725789
248646,Administració i gestió,Administració i auditoria,Gestió de recursos humans,B59974873,OFIBARNA,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,www.grupoqid.com,ofibarna@qidconsultors.com,931150510
252634,Competències transversals,Prevenció de riscos laborals i salut laboral,Primers auxilis bàsics,B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,30,https://www.mordered.com,mordered@mordered.com,938600800
258975,Sanitat,Atenció sanitària,SANT0208_MP0140_Mòdul de pràctiques professionals no laborals de 'Transport sanitari',Q2866001G,CREU ROJA ESPANYOLA A CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,160,http://www.creuroja.org/,iolanda.gargallo@creuroja.org,933006565
254669,Química,Anàlisi i control,Bones pràctiques de fabricació a l'àmbit farmacèutic: La normativa GMP,A79221651,"CESI IBERIA, S.A.U",08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,20,https://www.cesi-iberia.com/,cpaez@criteria.es,932652677
248256,Competències transversals,Idiomes / Lingüístiques,Anglès conversacional avançat,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,40,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
248318,Administració i gestió,Administració i auditoria,Nòmines i seguretat social II,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
246261,Administració i gestió,Administració i auditoria,Gestió administrativa sanitària digital,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
248291,Serveis socioculturals i a la comunitat,Formació i educació,Francès A.1.B.,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,75,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
258045,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1016_Suport en l'organització d'intervencions en l'àmbit institucional,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Certificats de Professionalitat,100,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
258505,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Anglès) Nivell 2,B66097015,MERIT SCHOOL,08015,BADALONA,13,BARCELONÈS,Presencial,,180,http://www.meritschool.com/cursos-idiomas-subvencionados/,subvencions@meritschool.com,933837337
246300,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.B.,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
244010,Competències transversals,Emprenedoria,Emprenedoria,G61096368,CENTRE DE FORMACIO DE FUNDESPLAI,08169,EL PRAT DE LLOBREGAT,11,BAIX LLOBREGAT,Teleformació,Altra Formació Professionalitzadora,30,https://formacio.fundesplai.org,formacio@fundesplai.org,935511533
252239,Comerç i màrqueting,Màrqueting i relacions públiques,Promoció i negoci a través de les xarxes socials,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,40,https://www.formar-te.es,formarte@formar-te.es,936061032
242168,Seguretat i medi ambient,Seguretat i prevenció,Formació específica per a Vigilants de Seguretat que prestin servei de resposta davant d'alarmes,B65943235,SG CONSULTORS FORMADORS SL,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.sgconsultorsformadors.cat,marqueting@sgconsultorsformadors.cat,936113105
257992,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,130,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
243477,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs en instal·lacions de telecomunicacions,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
252220,Administració i gestió,Gestió de la informació i comunicació,Activitats bàsiques d'atenció al client,B66381252,Formar-te,08019,BARCELONA,13,BARCELONÈS,Presencial,,150,https://www.formar-te.es,formarte@formar-te.es,936061032
243500,Seguretat i medi ambient,Seguretat i prevenció,Prevenció de riscos laborals per a treballs de muntatge de prefabricats de formigó a l'obra,G80468416,FUNDACION LABORAL DE LA CONSTRUCCION,08015,BADALONA,13,BARCELONÈS,Presencial,,20,https://www.cursosenconstruccion.com/cursos-gratuitos/cataluna,formaciocatalunya@fundacionlaboral.org,935210485
250441,Administració i gestió,Administració i auditoria,Actualització socio-laboral,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,www.catformacio.com,info@catformacio.org,932172515
260512,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Anglès) Nivell 2,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,00,OESTE METROPOLITANO,Teleformació,,180,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505
252323,Comerç i màrqueting,Màrqueting i relacions públiques,Analítica i màrqueting digital,B20910121,"LAE FORMACIÓN PROGRAMADA, S.L.",08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,Altra Formació Professionalitzadora,30,WWW.GRUPOLAE.NET,alaitz@laeformacion.net,651074500
243663,Seguretat i medi ambient,Seguretat i prevenció,Eines d'identificació de grups urbans violents i conductes radicals en seguretat privada,B05356811,Hemif Consulting,08019,BARCELONA,13,BARCELONÈS,Mixta,,20,.,formacio@grouphm.es,652677919
253108,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma Renovació UNE 58451,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
246308,Competències transversals,Habilitats personals i socials,Eines de coaching. Nivell I,B62729439,ASPASIA CATALUNYA,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://grupoaspasia.com/,aspasiacatalunya@grupoaspasia.com,932452922
244785,Serveis socioculturals i a la comunitat,Atenció social,Teràpia d'estimulació amb nines per a persones amb demència,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,20,www.idfo.com,sroman@idfo.com,932689292
245902,Administració i gestió,Administració i auditoria,Gestió de tresoreria,G61508834,AUTOOCUPACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,www.autoocupacio.org,formacio@autoocupacio.org,934908860
